=== TABELA: COMPRAS ===
ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total
CO00065,107.172.824-90,P017,2025-06-23,5,80.91,4.3,404.55
CO00066,646.846.350-30,P022,2025-09-24,3,89.91,4.5,269.73
CO00067,985.510.160-31,P020,2024-07-04,4,87.89,1.6,351.56
CO00068,548.953.656-48,P024,2025-01-08,4,44.91,1.2,179.64
CO00069,296.530.780-58,P015,2025-04-04,5,39.9,2.1,199.5
CO00070,619.416.782-62,P018,2025-04-25,2,175.89,2.2,351.78
CO00071,466.315.798-41,P012,2025-04-17,5,44.91,4.9,224.55
CO00072,517.438.655-69,P025,2025-03-04,4,219.89,3.0,879.56
CO00073,618.371.235-54,P027,2024-05-21,2,116.91,4.2,233.82
CO00074,125.147.350-70,P002,2025-07-21,4,219.89,4.5,879.56
CO00075,172.626.343-45,P023,2024-10-18,5,116.91,4.4,584.55
CO00076,187.849.597-18,P025,2025-06-09,2,219.89,2.1,439.78
CO00077,709.169.791-40,P027,2024-08-15,4,116.91,1.4,467.64
CO00078,786.207.978-30,P029,2025-02-28,3,39.9,4.7,119.7
CO00079,697.508.470-38,P013,2025-01-30,5,80.91,2.5,404.55
CO00080,471.999.951-49,P012,2024-04-11,2,44.91,1.1,89.82
CO00081,915.679.901-15,P026,2024-10-20,2,299.88,1.6,599.76
CO00082,826.262.418-80,P023,2025-04-25,2,116.91,4.0,233.82
CO00083,750.933.603-21,P020,2024-01-20,1,87.89,4.6,87.89
CO00084,835.813.493-73,P007,2025-09-15,2,59.88,3.2,119.76
CO00085,724.991.491-89,P014,2024-08-31,1,79.9,4.1,79.9
CO00086,185.758.538-27,P004,2025-10-16,1,335.88,2.0,335.88
CO00087,218.891.513-75,P003,2025-05-26,1,24.9,4.3,24.9
CO00088,793.659.261-19,P001,2024-05-27,5,191.88,3.3,959.4
CO00089,405.871.499-63,P014,2024-09-03,1,79.9,3.5,79.9
CO00090,872.331.980-96,P014,2024-03-28,2,79.9,3.7,159.8
CO00091,,P012,2025-07-11,1,44.91,4.8,44.91
CO00092,115.839.247-62,P026,2025-02-03,5,299.88,3.2,1499.4
CO00093,826.262.418-80,P002,2024-09-16,4,219.89,4.9,879.56
CO00094,881.444.204-21,P012,2025-11-03,1,44.91,2.4,44.91
CO00095,172.626.343-45,P025,2024-12-06,5,219.89,3.9,1099.45
CO00096,392.533.813-81,P002,2025-10-20,3,219.89,3.2,659.67
CO00097,378.388.719-36,P027,2025-05-05,4,116.91,4.9,467.64
CO00098,441.889.233-91,P026,2025-04-13,2,299.88,1.3,599.76
CO00099,646.846.350-30,P010,2024-07-23,2,142.89,1.2,285.78
CO00100,,P011,2025-07-10,3,269.91,3.1,809.73
CO00101,961.216.572-25,P009,2024-07-14,1,87.89,4.0,87.89
CO00102,888.698.812-12,P012,2024-12-05,1,44.91,4.5,44.91
CO00103,560.365.869-41,P004,2025-02-13,3,335.88,2.7,1007.64
CO00104,334.790.956-83,P029,2024-07-10,4,39.9,2.4,159.6
CO00105,144.425.862-70,P023,2025-06-15,4,116.91,2.5,467.64
CO00106,873.553.727-74,P026,2024-03-21,1,299.88,3.9,299.88
CO00107,579.805.411-99,P020,2024-11-24,2,87.89,3.2,175.78
CO00108,172.626.343-45,P003,2024-11-09,3,24.9,3.6,74.7
CO00109,750.933.603-21,P020,2025-03-30,4,87.89,1.7,351.56
CO00110,950.188.385-67,P015,2024-12-27,1,39.9,3.9,39.9
CO00111,548.182.712-15,P009,2025-10-14,1,87.89,1.3,87.89
CO00112,894.635.489-67,P012,2025-11-26,5,44.91,4.2,224.55
CO00113,568.423.869-19,P001,2025-11-25,2,191.88,4.4,383.76
CO00114,334.790.956-83,P002,2025-10-22,2,219.89,1.3,439.78
CO00115,558.911.117-21,P012,2024-02-03,4,44.91,4.8,179.64
CO00116,309.785.833-50,P022,2025-01-15,4,89.91,4.8,359.64
CO00117,881.874.279-70,P025,2025-06-26,1,219.89,3.3,219.89
CO00118,558.911.117-21,P013,2024-09-12,3,80.91,3.6,242.73
CO00119,789.769.761-22,P001,2025-01-31,2,191.88,3.0,383.76
CO00120,849.234.192-47,P004,2025-12-21,3,335.88,4.1,1007.64
CO00121,750.933.603-21,P007,2025-05-17,5,59.88,2.1,299.4
CO00122,854.440.901-62,P004,2025-04-07,2,335.88,,671.76
CO00123,378.388.719-36,P029,2025-11-29,4,39.9,5.0,159.6
CO00124,736.256.344-26,P022,2025-07-17,3,89.91,3.8,269.73
CO00125,806.356.567-48,P010,2025-12-29,3,142.89,4.4,428.67
CO00126,378.388.719-36,P026,2024-05-04,3,299.88,3.0,899.64
CO00127,854.440.901-62,P026,2025-05-20,2,299.88,1.9,599.76
CO00128,949.743.733-56,p012,2025-04-23,5,44.91,3.3,224.55
CO00129,721.921.460-38,P005,2024-03-08,5,83.88,4.5,419.4
CO00130,358.954.183-70,P013,2025-02-23,4,80.91,3.1,323.64
CO00131,114.370.649-25,P003,2025-10-19,2,24.9,4.9,49.8
CO00132,,P015,2024-12-18,4,39.9,3.7,159.6
CO00133,195.871.969-40,P029,2024-07-05,,39.9,3.6,199.5
CO00134,985.510.160-31,produto_17,2024-02-26,5,79.9,4.6,399.5
CO00135,355.995.177-66,P017,2024-06-14,2,80.91,2.2,161.82
CO00136,885.477.271-87,P030,2025-06-15,2,65.89,2.4,131.78
CO00137,517.438.655-69,P028,2025-10-12,1,35.91,2.0,35.91
CO00138,721.921.460-38,p009,2025-09-21,2,87.89,3.5,175.78
CO00139,337.572.753-42,P003,2025-08-29,5,24.9,3.6,124.5
CO00140,942.753.480-23,P005,2025-09-11,2,83.88,3.6,167.76
CO00141,170.618.763-53,P027,2024-01-30,5,116.91,1.2,584.55
CO00142,471.999.951-49,P002,2024-08-03,5,219.89,2.1,1099.45
CO00143,872.331.980-96,P014,2025-05-24,5,79.9,3.6,399.5
CO00144,490.685.467-83,P010,2025-12-02,3,142.89,2.9,428.67
CO00145,894.635.489-67,P010,2024-03-02,4,142.89,1.3,571.56
CO00146,568.423.869-19,P015,2024-07-27,4,39.9,2.9,159.6
CO00147,470.750.948-68,P020,2024-11-22,2,87.89,2.3,175.78
CO00148,730.927.651-71,P013,2025-06-11,2,80.91,4.0,161.82
CO00149,849.234.192-47,P004,2024-05-05,3,335.88,2.0,1007.64
CO00150,873.553.727-74,P015,2024-02-21,2,39.9,1.6,79.8
CO00151,405.871.499-63,P013,2024-06-12,5,80.91,2.7,404.55
CO00152,692.126.419-83,P030,2024-07-13,5,65.89,3.9,329.45
CO00153,568.423.869-19,P016,2024-11-11,5,38.39,2.9,191.95
CO00154,144.425.862-70,P001,2025-06-01,1,191.88,4.8,191.88
CO00155,218.891.513-75,P008,2024-02-19,2,219.89,3.3,439.78
CO00156,246.371.242-41,P010,2025-10-31,4,142.89,3.4,571.56
CO00157,826.262.418-80,P010,2024-04-20,5,142.89,1.0,714.45
CO00158,579.805.411-99,P005,2025/02/16,3,83.88,3,9,251.64
CO00159,558.911.117-21,P002,2025-07-29,4,219.89,1.2,879.56
CO00160,466.315.798-41,P012,2025-01-30,5,44.91,2.2,224.55
CO00161,115.839.247-62,P015,2025-09-30,5,39.9,2.1,199.5
CO00162,296.294.649-67,P005,2024-12-13,1,83.88,2.6,83.88
CO00163,743.199.742-92,P012,2025-06-05,2,44.91,1.8,89.82
CO00164,930.676.411-20,P017,2024-05-20,1,80.91,1.2,80.91
CO00165,915.679.901-15,P026,2024-06-01,4,299.88,3.1,1199.52
CO00166,424.741.835-72,P005,2024-11-22,3,83.88,4.7,251.64
CO00167,618.371.235-54,P013,2024-11-02,5,80.91,4.0,404.55
CO00168,170.618.763-53,P017,2025-12-26,,80.91,3.1,404.55
CO00169,905.652.997-56,P010,2025-01-12,4,142.89,4.3,571.56
CO00170,177.706.807-90,P022,2025-08-20,1,89.91,4.9,89.91
CO00171,435.316.565-51,P026,2024-09-28,1,299.88,3.4,299.88
CO00172,942.753.480-23,P019,2025-08-20,2,179.91,3.9,359.82
CO00173,621.822.379-63,P006,2025-09-26,5,95.88,3.5,479.4
CO00174,856.595.383-85,P005,2025-12-18,2,83.88,1.1,167.76
CO00175,199.774.541-55,P007,2025-03-04,1,59.88,2.8,59.88
CO00176,734.183.529-94,P014,2025-09-18,2,79.9,2.6,159.8
CO00177,826.262.418-80,P028,2025-06-15,1,35.91,3.8,35.91
CO00178,940.914.992-39,P018,2025-05-04,3,175.89,5.0,527.67
CO00179,350.643.521-82,P013,2025-04-15,3,80.91,4.8,242.73
CO00180,337.572.753-42,P011,2025-11-28,5,269.91,,1349.55
CO00181,151.670.355-25,P020,2024-09-09,4,87.89,1.8,351.56
CO00182,241.254.336-59,P018,2024-10-31,3,175.89,1.9,527.67
CO00183,888.698.812-12,P023,2025-05-15,,116.91,3.8,233.82
CO00184,736.256.344-26,P016,2024-10-07,3,38.39,3.2,115.17
CO00185,888.698.812-12,P004,2025-01-23,5,335.88,3.7,1679.4
CO00186,941.166.510-72,P027,2024-05-29,3,116.91,4.8,350.73
CO00187,405.871.499-63,P002,2024-03-21,3,219.89,4.8,659.67
CO00188,730.927.651-71,P030,2025-05-05,4,65.89,3.6,263.56
CO00189,385.985.171-45,P007,2025-07-29,5,59.88,2.1,299.4
CO00190,560.365.869-41,P005,2025-08-23,1,83.88,3.5,83.88
CO00191,411.393.315-65,P008,2025-06-27,1,219.89,3.7,219.89
CO00192,690.294.360-15,P021,2025-02-27,2,249.9,1.2,499.8
CO00193,177.706.807-90,P023,2024-05-20,4,116.91,1.4,467.64
CO00194,704.532.132-13,P018,2025-05-02,2,175.89,2.6,351.78
CO00195,621.822.379-63,P021,2024-10-21,2,249.9,4.0,499.8
CO00196,885.477.271-87,P010,2024-04-01,1,142.89,4.6,142.89
CO00197,872.331.980-96,P008,2024-02-08,5,219.89,4.0,1099.45
CO00198,378.388.719-36,P014,2024-02-07,2,79.9,,159.8
CO00199,941.166.510-72,P026,2024-10-23,4,299.88,1.7,1199.52
CO00200,646.846.350-30,P001,2024-04-19,3,191.88,3.3,575.64
CO00201,915.679.901-15,P010,2025-07-10,4,142.89,5.0,571.56
CO00202,350.643.521-82,P016,2025-04-24,2,38.39,4.4,76.78
CO00203,560.365.869-41,P007,2025-04-14,1,59.88,2.3,59.88
CO00204,835.813.493-73,P023,2024-12-11,2,116.91,1.1,233.82
CO00205,379.546.597-13,P019,2025-10-16,2,179.91,1.7,359.82
CO00206,894.635.489-67,P027,2024-03-29,4,116.91,3.1,467.64
CO00207,930.676.411-20,P022,2024-05-23,1,89.91,1.7,89.91
CO00208,621.822.379-63,P011,2025-01-27,2,269.91,1.0,539.82
CO00209,296.530.780-58,P015,2024-11-05,3,39.9,4.8,119.7
CO00210,724.326.763-18,P024,2025-10-31,5,44.91,1.0,224.55
CO00211,347.837.516-72,P023,2024-05-01,2,116.91,1.2,233.82
CO00212,662.234.394-66,P010,2025-05-29,2,142.89,2.6,285.78
CO00213,358.954.183-70,P023,2024-10-29,1,116.91,3.6,116.91
CO00214,413.779.695-57,P020,2024-05-16,2,87.89,1.9,175.78
CO00215,621.822.379-63,P005,2025-09-12,4,83.88,4.0,335.52
CO00216,863.663.438-55,P014,2025-07-04,5,79.9,4.7,399.5
CO00217,128.218.998-43,P025,2025-09-02,2,219.89,3.7,439.78
CO00218,471.999.951-49,P017,2025-01-05,4,80.91,3.1,323.64
CO00219,652.897.643-10,P030,2025-07-14,5,65.89,1.4,329.45
CO00220,115.839.247-62,P007,2024/06/17,5,59.88,3.1,299.4
CO00221,692.126.419-83,P028,2025-11-27,5,35.91,2.8,179.55
CO00222,491.993.139-70,P023,2025-06-06,,116.91,3.0,584.55
CO00223,750.933.603-21,P026,2025-06-09,1,299.88,2.8,299.88
CO00224,805.708.581-47,P015,2025-04-18,5,39.9,1.2,199.5
CO00225,435.316.565-51,P024,2024-01-04,1,44.91,2.6,44.91
CO00226,128.218.998-43,P019,2024-12-18,1,179.91,1.2,179.91
CO00227,887.756.448-24,P018,2024-03-11,1,175.89,4.7,175.89
CO00228,826.262.418-80,P002,2024-05-18,3,219.89,2.6,659.67
CO00229,819.980.564-19,P012,2025-01-21,4,44.91,2.8,179.64
CO00230,223.838.297-50,P003,2024-12-22,5,24.9,1.5,124.5
CO00231,296.294.649-67,P006,2024-05-10,5,95.88,2.6,479.4
CO00232,690.294.360-15,P027,2024-11-01,1,116.91,4.0,116.91
CO00233,292.630.470-89,P022,2025-01-23,5,89.91,2.7,449.55
CO00234,472.541.171-95,P008,2024-10-09,4,219.89,2.4,879.56
CO00235,696.665.251-65,P030,2025-11-07,1,65.89,1.1,65.89
CO00236,819.980.564-19,P020,2024-03-09,1,87.89,2.0,87.89
CO00237,107.172.824-90,P020,2025-11-19,1,87.89,2.8,87.89
CO00238,246.371.242-41,P008,2024-08-27,1,219.89,2.6,219.89
CO00239,806.356.567-48,P007,2024-10-23,1,59.88,1.6,59.88
CO00240,619.416.782-62,P027,2025-09-04,5,116.91,2.3,584.55
CO00241,885.477.271-87,P008,2025-11-07,3,219.89,4.5,659.67
CO00242,129.147.432-17,P008,2024-03-03,4,219.89,2.2,879.56
CO00243,743.199.742-92,P019,2025-03-13,2,179.91,3.5,359.82
CO00244,743.199.742-92,P016,2025-10-20,1,38.39,,38.39
CO00245,856.595.383-85,P026,2025-03-02,5,299.88,2.3,1499.4
CO00246,724.857.201-36,P005,2025-07-04,3,83.88,2.5,251.64
CO00247,961.216.572-25,P008,2025-12-25,2,219.89,2.2,439.78
CO00248,614.973.643-30,P026,2025/07/29,4,299.88,4,7,1199.52
CO00249,260.345.277-80,P014,2025-02-01,5,79.9,3.1,399.5
CO00250,552.791.318-75,P009,2024-03-21,2,87.89,2.3,175.78
CO00251,786.207.978-30,P028,2024-07-14,3,35.91,1.4,107.73
CO00252,697.508.470-38,P009,2025-09-09,4,87.89,3.7,351.56
CO00253,801.432.963-17,P028,2025-08-24,1,35.91,1.8,35.91
CO00254,849.234.192-47,P007,2024-12-06,4,59.88,1.8,239.52
CO00255,185.758.538-27,P030,2024-07-13,1,65.89,1,8,65.89
CO00256,296.294.649-67,P024,2025-12-13,4,44.91,4.7,179.64
CO00257,491.993.139-70,P013,2024-10-16,2,80.91,3.2,161.82
CO00258,856.595.383-85,P015,2024-11-11,5,39.9,3,6,199.5
CO00259,868.981.888-23,P012,2025-04-22,5,44.91,4.5,224.55
CO00260,107.172.824-90,P026,2024-11-23,4,299.88,4.0,1199.52
CO00261,491.993.139-70,P012,2025-07-30,3,44.91,2.7,134.73
CO00262,710.544.453-50,P024,2025-07-20,2,44.91,1.1,89.82
CO00263,724.326.763-18,P019,2024-07-19,4,179.91,2.2,719.64
CO00264,177.706.807-90,P008,2024-09-08,4,219.89,3.3,879.56
CO00265,144.425.862-70,P018,2025-05-15,3,175.89,2.0,527.67
CO00266,986.252.557-78,P015,2024-12-26,2,39.9,3.9,79.8
CO00267,,P005,2025-07-09,5,83.88,3.0,419.4
CO00268,710.579.641-42,P017,2024-03-17,1,80.91,4.4,80.91
CO00269,246.371.242-41,P025,2025-10-07,1,219.89,2.6,219.89
CO00270,619.416.782-62,P003,2025-06-01,2,24.9,1.0,49.8
CO00271,933.878.663-14,P012,2025-11-13,1,44.91,3.5,44.91
CO00272,492.295.713-75,p022,2025-06-28,4,89.91,1.1,359.64
CO00273,721.921.460-38,P014,2024-10-08,,79.9,1.1,79.9
CO00274,793.659.261-19,P010,2025-12-15,1,142.89,3.0,142.89
CO00275,,P026,2024-04-08,2,299.88,1.4,599.76
CO00276,350.643.521-82,P005,2025-06-23,2,83.88,1.8,167.76
CO00277,125.147.350-70,P027,2025-02-10,3,116.91,2.1,350.73
CO00278,471.999.951-49,P012,2024-09-06,4,44.91,2.8,179.64
CO00279,690.294.360-15,P010,2025-10-27,1,142.89,3.6,142.89
CO00280,266.479.463-36,P003,2025-07-19,4,24.9,2.5,99.6
CO00281,961.216.572-25,P002,2024-03-25,1,219.89,3.8,219.89
CO00282,144.425.862-70,P028,2024-12-05,4,35.91,3.6,143.64
CO00283,905.652.997-56,P028,2024-02-13,1,35.91,4.6,35.91
CO00284,472.541.171-95,P007,2024-02-17,5,59.88,2.9,299.4
CO00285,652.897.643-10,P022,2025-07-31,3,89.91,4.6,269.73
CO00286,266.479.463-36,P006,2024-07-31,3,95.88,1.1,287.64
CO00287,614.973.643-30,P025,2024-11-02,4,219.89,4.7,879.56
CO00288,618.371.235-54,P019,2025-02-02,2,179.91,3.3,359.82
CO00289,806.356.567-48,P011,2024-05-23,4,269.91,4.0,1079.64
CO00290,471.999.951-49,P017,2025-03-23,3,80.91,1.2,242.73
CO00291,619.416.782-62,P027,2025-09-20,1,116.91,2.4,116.91
CO00292,941.166.510-72,P025,2024-10-06,3,219.89,1.1,659.67
CO00293,786.207.978-30,P016,2025-01-19,2,38.39,2.4,76.78
CO00294,579.805.411-99,P006,2024-03-28,5,95.88,3.6,479.4
CO00295,379.546.597-13,P026,2024-03-25,2,299.88,3.9,599.76
CO00296,873.553.727-74,P005,2025-10-11,4,83.88,3.8,335.52
CO00297,309.785.833-50,P024,2024-04-19,4,44.91,2.3,179.64
CO00298,830.419.508-95,P001,2024-10-03,3,191.88,2.8,575.64
CO00299,172.626.343-45,P005,2025-04-04,1,83.88,1.7,83.88
CO00300,743.199.742-92,P018,2024-01-27,,175.89,2.6,879.45
CO00301,662.269.371-77,P012,2025-09-04,5,44.91,1.4,224.55
CO00302,692.126.419-83,P028,2025-02-27,4,35.91,1.0,143.64
CO00303,146.155.666-47,P025,2025-07-26,1,219.89,3.9,219.89
CO00304,552.791.318-75,P019,2025-01-24,5,179.91,1.7,899.55
CO00305,779.206.999-27,P005,2025-05-19,3,83.88,2.2,251.64
CO00306,709.169.791-40,P003,2025-03-07,2,24.9,2.7,49.8
CO00307,960.578.230-89,P016,2024-09-09,1,38.39,2.4,38.39
CO00308,566.429.990-34,P020,2024-04-19,5,87.89,1.8,439.45
CO00309,392.533.813-81,P010,2024-12-06,1,142.89,4.8,142.89
CO00310,856.595.383-85,P026,2025-03-16,3,299.88,2.8,899.64
CO00311,392.533.813-81,P010,2025-12-12,3,142.89,3.4,428.67
CO00312,854.440.901-62,P016,2025-02-11,3,38.39,1.7,115.17
CO00313,736.256.344-26,P010,2024-09-05,4,142.89,4.9,571.56
CO00314,692.126.419-83,P013,2025-02-06,3,80.91,4.3,242.73
CO00315,558.911.117-21,P004,2025-07-12,5,335.88,1.8,1679.4
CO00316,441.889.233-91,P022,2025-04-17,5,89.91,1.1,449.55
CO00317,940.914.992-39,P015,2024-03-11,3,39.9,4.3,119.7
CO00318,724.857.201-36,P022,2024-11-06,4,89.91,1.6,359.64
CO00319,411.393.315-65,P009,2025-01-21,2,87.89,3.9,175.78
CO00320,961.754.619-87,P015,2025-02-14,5,39.9,2.9,199.5
CO00321,337.572.753-42,P017,2025-01-03,4,80.91,3.2,323.64
CO00322,793.659.261-19,P020,2024-09-11,1,87.89,1.4,87.89
CO00323,606.971.432-33,P006,2025-10-22,5,95.88,1.2,479.4
CO00324,930.676.411-20,P025,2025-03-16,3,219.89,4.9,659.67
CO00325,840.684.690-70,P001,2025-06-06,1,191.88,2.0,191.88
CO00326,332.864.192-65,P018,2024-08-14,5,175.89,3.8,879.45
CO00327,750.933.603-21,P012,2025-11-26,4,44.91,2.9,179.64
CO00328,229.614.704-52,P005,2025-05-09,3,83.88,5.0,251.64
CO00329,172.626.343-45,P010,2024-03-28,4,142.89,4.7,571.56
CO00330,789.769.761-22,P027,2024-12-17,2,116.91,2.4,233.82
CO00331,933.878.663-14,P026,2024-12-22,2,299.88,3.1,599.76
CO00332,961.216.572-25,P004,2025-04-08,4,335.88,3.9,1343.52
CO00333,736.256.344-26,P003,2025-12-28,3,24.9,1.2,74.7
CO00334,789.769.761-22,P001,2025-11-24,3,191.88,3.6,575.64
CO00335,548.953.656-48,P030,2025-07-19,2,65.89,3.1,131.78
CO00336,568.423.869-19,P011,2025-04-18,,269.91,2.7,1349.55
CO00337,619.416.782-62,P026,2024-07-09,4,299.88,3.5,1199.52
CO00338,579.805.411-99,P013,2024-07-21,1,80.91,3.9,80.91
CO00339,786.207.978-30,P019,2025-12-22,4,179.91,2.6,719.64
CO00340,385.985.171-45,P007,2024-03-05,3,59.88,4.0,179.64
CO00341,114.370.649-25,P004,2024-11-29,5,335.88,1.7,1679.4
CO00342,735.867.258-40,P015,2025-05-16,1,39.9,2.0,39.9
CO00343,724.991.491-89,P021,2025-09-17,3,249.9,3.4,749.7
CO00344,580.590.551-53,P019,2025-04-13,1,179.91,2.4,179.91
CO00345,378.388.719-36,P027,2025-08-27,3,116.91,4.7,350.73
CO00346,187.849.597-18,P022,2024-09-01,2,89.91,2.3,179.82
CO00347,435.316.565-51,P004,2024-05-24,2,335.88,2.5,671.76
CO00348,446.738.809-60,P013,2025-08-11,4,80.91,3.4,323.64
CO00349,403.332.469-32,P014,2025-07-04,2,79.9,2,9,159.8
CO00350,378.388.719-36,P018,2024-05-23,2,175.89,3.0,351.78
CO00351,674.109.214-19,P011,2025-01-02,4,269.91,3.5,1079.64
CO00352,674.303.833-93,P016,2025-01-28,2,38.39,1.8,76.78
CO00353,849.234.192-47,P017,2025-05-18,4,80.91,2.6,323.64
CO00354,805.708.581-47,P023,2024-03-25,4,116.91,3.0,467.64
CO00355,905.652.997-56,P001,2024-10-08,2,191.88,2.2,383.76
CO00356,690.294.360-15,P018,2025-04-13,3,175.89,1.7,527.67
CO00357,905.652.997-56,P024,2024-04-25,4,44.91,3.2,179.64
CO00358,872.331.980-96,P004,2025-01-10,3,335.88,4.1,1007.64
CO00359,806.356.567-48,P027,2025-03-27,1,116.91,4.0,116.91
CO00360,490.685.467-83,P007,2025-10-31,4,59.88,1.4,239.52
CO00361,195.938.869-40,P010,2024-12-22,1,142.89,2.8,142.89
CO00362,662.269.371-77,P015,2024-08-30,1,39.9,4.1,39.9
CO00363,940.914.992-39,P026,2025-12-28,5,299.88,3.8,1499.4
CO00364,161.269.911-49,P006,2024-07-30,5,95.88,1.6,479.4
CO00365,491.993.139-70,P026,2025-06-29,1,299.88,3.3,299.88
CO00366,241.254.336-59,P020,2025-12-21,5,87.89,1.7,439.45
CO00367,405.871.499-63,P010,2025-06-10,5,142.89,2.1,714.45
CO00368,223.353.330-18,P005,2024-10-10,4,83.88,4.7,335.52
CO00369,195.871.969-40,P023,2025-12-29,2,116.91,2.0,233.82
CO00370,885.477.271-87,P027,2025-11-23,2,116.91,4.0,233.82
CO00371,580.590.551-53,P016,2024-10-02,2,38.39,3.3,76.78
CO00372,805.708.581-47,P013,2024-04-05,4,80.91,1.3,323.64
CO00373,894.635.489-67,P017,2025-01-12,3,80.91,3.8,242.73
CO00374,933.878.663-14,P016,2024-04-05,3,38.39,3.3,115.17
CO00375,218.891.513-75,P021,2025-07-01,3,249.9,4.4,749.7
