ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total
C01288,331.537.795-20,P1772,2025-03-02,4,241.09,3.9,964.36
C00805,339.439.457-07,P0522,2025-03-29,1,53.1,4.9,53.1
C01646,154.660.241-04,P0119,2026-06-03,1,98.78,4.3,98.78
C01091,671.978.897-31,P1128,2026-04-04,3,318.91,3.7,956.73
C00887,123.274.897-84,P1458,2025-01-09,3,152.65,5.0,457.95
C00901,674.338.005-90,P0148,2025-11-13,1,231.0,3.8,231.0
C00455,278.248.963-15,P013,2025-12-11,3,49.9,4.0,149.7
C00185,350.305.641-60,P004,2025-07-16,3,169.9,4.4,509.7
C01110,106.092.098-09,P1180,2026-06-01,1,195.67,4.5,195.67
C01776,071.058.011-82,P1778,2025-07-29,1,50.22,3.8,50.22
C00128,095.701.543-73,P013,2025-08-02,2,49.9,4.1,99.8
C01717,983.863.840-42,P0602,2025-04-01,1,130.57,5.0,130.57
C01656,181.677.848-60,P1707,2026-02-16,2,67.91,4.0,135.82
C00554,895.400.178-58,P0554,2025-10-28,2,378.3,5.0,756.6
C01264,491.165.020-60,P1194,2026-01-07,2,232.88,4.0,465.76
C00331,480.184.514-27,P001,2025-06-30,2,59.9,3.9,119.8
C01517,063.519.036-29,P1049,2025-05-14,1,363.77,3.9,363.77
C01402,895.326.389-11,P0789,2026-08-05,3,344.69,5.0,1034.07
C00710,800.106.181-71,P1974,2025-06-21,1,248.69,4.0,248.69
C00136,039.117.182-84,P011,2025-04-12,1,249.9,5.0,249.9
C01942,371.162.411-16,P0845,2025-02-01,1,376.3,5.0,376.3
C00892,213.074.235-15,P1741,2025-06-24,1,314.29,3.3,314.29
C01787,354.083.866-00,P1683,2025-01-07,1,131.24,5.0,131.24
C01356,047.541.212-52,P1189,2026-03-18,1,234.84,4.0,234.84
C01557,471.960.940-69,P1337,2025-07-03,3,188.88,3.3,566.64
C01520,651.939.828-40,P1055,2025-08-04,2,357.31,4.5,714.62
C00390,278.248.963-15,P013,2025-07-14,1,49.9,3.8,49.9
C00728,699.577.738-79,P1262,2025-03-30,1,296.04,4.3,296.04
C00934,980.699.016-16,P0073,2026-02-14,2,376.34,4.3,752.68
C00996,761.648.198-14,P1853,2025-12-08,3,363.14,3.7,1089.42
C00088,104.332.181-00,P002,2025-11-26,1,79.9,4.6,79.9
C01094,190.833.428-24,P0701,2025-08-17,1,145.0,3.1,145.0
C00309,026.542.351-14,P013,2025-05-28,1,49.9,4.1,49.9
C01487,778.265.960-41,P0741,2025-10-17,1,284.58,3.6,284.58
C01367,045.792.714-32,P0523,2025-08-07,2,337.59,4.9,675.18
C01846,346.060.560-02,P1614,2026-06-09,3,274.06,4.4,822.18
C01490,792.234.103-20,P0401,2025-11-19,2,316.42,3.6,632.84
C00734,227.026.728-17,P1489,2025-02-26,1,338.86,5.0,338.86
C01936,786.814.473-43,P0349,2025-04-16,3,105.9,5.0,317.7
C00822,650.471.580-71,P1256,2025-12-01,1,307.34,5.0,307.34
C00652,016.451.046-05,P0295,2025-10-25,2,126.71,5.0,253.42
C01812,173.934.835-48,P0608,2025-02-02,1,299.03,5.0,299.03
C00741,014.188.421-50,P1624,2025-12-24,3,142.5,3.0,427.5
C00153,960.013.389-14,P004,2025-05-17,2,169.9,4.5,339.8
C00940,814.356.140-20,P0049,2025-06-26,2,181.55,4.8,363.1
C01592,659.116.655-65,P1268,2025-03-22,3,266.41,2.9,799.23
C00379,026.542.351-14,P003,2025-02-19,1,149.9,4.7,149.9
C00926,355.449.647-26,P1330,2025-10-31,2,141.36,4.6,282.72
C00260,269.166.978-57,P014,2025-02-24,1,129.9,3.9,129.9
C01373,481.386.667-06,P0186,2026-07-07,2,205.73,3.5,411.46
C00952,019.179.202-02,P0664,2025-06-20,2,161.91,3.3,323.82
C00661,602.206.953-00,P1267,2025-01-19,1,284.61,5.0,284.61
C00454,350.305.641-60,P004,2025-10-22,1,169.9,3.9,169.9
C01129,026.086.982-12,P0808,2025-03-10,1,277.53,3.7,277.53
C01340,680.447.314-07,P1146,2025-01-01,1,337.09,2.8,337.09
C01881,698.152.873-89,P1589,2025-09-17,4,328.74,5.0,1314.96
C00875,025.922.220-81,P0401,2025-03-14,1,316.42,4.1,316.42
C00322,960.013.389-14,P006,2025-06-08,2,189.9,5.0,379.8
C01666,663.955.172-10,P1912,2025-05-08,1,223.94,5.0,223.94
C01260,496.112.879-17,P1383,2025-01-03,2,127.19,3.8,254.38
C01401,882.493.534-63,P0190,2025-02-26,1,175.57,3.8,175.57
C00195,928.327.648-51,P014,2025-03-26,1,129.9,4.5,129.9
C00625,563.268.685-05,P0182,2025-12-28,3,74.09,5.0,222.27
C01536,697.893.074-11,P1319,2025-02-07,5,174.61,3.4,873.05
C01665,213.125.129-70,P0287,2026-01-29,1,380.19,4.1,380.19
C00871,325.122.572-31,P1983,2025-02-09,2,84.25,3.7,168.5
C01610,973.597.107-07,P0835,2026-08-19,2,125.83,4.2,251.66
C01684,682.975.147-06,P1813,2025-05-20,3,255.79,4.4,767.37
C00775,842.694.500-70,P0249,2025-08-17,1,354.48,3.4,354.48
C01797,837.606.441-04,P1983,2025-01-23,1,84.25,4.6,84.25
C00577,640.376.137-43,P0617,2026-05-16,1,74.2,5.0,74.2
C00480,816.184.959-50,P012,2025-06-30,1,299.9,4.1,299.9
C01365,500.978.820-97,P0221,2026-05-18,1,244.91,2.7,244.91
C01274,216.376.182-71,P0832,2026-02-20,2,148.33,4.0,296.66
C00280,395.376.724-09,P002,2025-10-13,2,79.9,3.9,159.8
C01666,663.955.172-10,P1912,2025-05-08,1,223.94,5.0,223.94
C00400,627.048.281-05,P006,2025-10-14,4,189.9,4.3,759.6
C01610,973.597.107-07,P0835,2026-08-19,2,125.83,4.2,251.66
C00015,627.048.281-05,P008,2025-04-20,3,219.9,4.5,659.7
C01594,981.987.809-80,P0564,2025-02-06,1,242.65,4.3,242.65
C01574,106.273.715-66,P1636,2025-10-01,2,85.55,3.4,171.1
C01561,783.391.878-48,P1249,2026-06-23,1,257.41,4.6,257.41
C01330,298.068.650-65,P0078,2026-06-15,2,189.55,3.7,379.1
C00944,228.225.120-27,P1129,2025-08-25,1,385.11,3.3,385.11
C01411,333.021.260-85,P0036,2025-04-14,3,150.12,2.6,450.36
C00555,835.832.863-08,P0965,2025-02-21,3,224.75,5.0,674.25
C01562,104.332.181-00,P1981,2025-09-15,1,120.12,4.9,120.12
C01112,471.960.940-69,P0295,2025-02-24,1,126.71,4.3,126.71
C00918,210.202.758-98,P1871,2025-03-17,1,170.27,3.3,170.27
C01012,402.681.177-80,P1056,2026-02-15,1,79.52,4.1,79.52
C01138,021.923.785-99,P0020,2026-03-23,2,100.64,3.3,201.28
C00075,816.184.959-50,P012,2025-09-01,2,299.9,4.5,599.8
C00280,395.376.724-09,P002,2025-10-13,2,79.9,3.9,159.8
C00491,238.849.696-92,P005,2025-07-23,1,229.9,5.0,229.9
C00230,480.184.514-27,P007,2025-08-01,2,139.9,4.1,279.8
C00880,723.875.082-11,P1811,2025-12-03,3,92.66,3.9,277.98
C01337,911.289.812-03,P0826,2025-11-01,1,370.57,4.0,370.57
C01309,935.923.613-68,P0287,2025-08-13,3,380.19,3.2,1140.57
C00943,354.033.173-50,P1869,2025-03-17,1,46.26,4.8,46.26
C01711,087.612.385-03,P1819,2026-03-22,1,320.21,4.6,320.21
C01131,949.058.077-51,P1007,2025-11-24,2,156.15,5.0,312.3
C00159,627.048.281-05,P008,2025-05-05,2,219.9,4.5,439.8
C01530,539.787.137-05,P0247,2025-05-11,4,203.38,4.6,813.52
C01150,289.023.303-03,P1418,2025-07-10,3,48.75,3.7,146.25
C01270,350.305.641-60,P0939,2025-05-31,1,78.24,3.6,78.24
C01131,949.058.077-51,P1007,2025-11-24,2,156.15,5.0,312.3
C01108,879.643.474-03,P0050,2025-05-12,2,129.18,4.9,258.36
C00182,480.184.514-27,P015,2025-05-28,2,89.9,3.3,179.8
C01119,970.996.254-03,P0948,2025-10-30,3,319.57,3.7,958.71
C01590,824.224.124-40,P1218,2026-06-15,3,169.24,4.8,507.72
C00608,923.603.768-29,P0886,2025-05-15,1,229.0,5.0,229.0
C01206,045.069.176-42,P1535,2025-07-02,1,119.91,3.9,119.91
C00062,039.117.182-84,P010,2025-12-02,1,99.9,4.5,99.9
C00695,278.248.963-15,P0640,2025-12-17,4,91.58,3.3,366.32
C00874,633.535.748-83,P0777,2026-06-11,2,186.96,4.7,373.92
C01966,026.086.982-12,P0920,2025-02-23,1,183.07,4.0,183.07
C00430,480.184.514-27,P012,2025-11-07,1,299.9,4.4,299.9
C00554,895.400.178-58,P0554,2025-10-28,2,378.3,5.0,756.6
C00818,150.066.664-55,P1562,2026-04-29,1,253.44,4.8,253.44
C01986,235.469.510-18,P1130,2026-08-15,2,362.55,3.9,725.1
C01707,642.361.032-06,P1674,2025-07-26,4,313.71,5.0,1254.84
C00070,026.542.351-14,P013,2025-08-06,1,49.9,3.9,49.9
C00468,395.376.724-09,P005,2025-01-08,1,229.9,4.8,229.9
C01644,702.070.160-46,P1352,2025-09-26,2,193.43,4.7,386.86
C00117,026.542.351-14,P012,2025-04-09,1,299.9,4.5,299.9
C01712,184.723.046-63,P1642,2025-08-08,4,196.38,3.9,785.52
C00563,267.146.283-23,P1541,2025-07-06,1,204.33,5.0,204.33
C01836,624.395.873-62,P0589,2025-09-21,2,193.53,4.2,387.06
C00588,565.179.624-09,P0202,2025-10-11,1,226.74,4.6,226.74
C00869,304.120.270-03,P0906,2025-04-17,1,246.42,3.6,246.42
C01324,400.273.008-54,P1491,2026-07-07,2,132.61,5.0,265.22
C00253,350.305.641-60,P006,2025-03-03,1,189.9,4.8,189.9
C01115,292.087.510-82,P0424,2025-07-22,1,152.07,4.4,152.07
C01011,998.279.501-50,P0162,2025-02-05,1,291.29,4.4,291.29
C01568,981.829.922-14,P1958,2025-01-28,1,120.7,4.0,120.7
C01993,339.137.326-16,P0402,2025-07-13,3,130.66,4.5,391.98
C01329,296.711.148-14,P1078,2026-08-09,1,261.35,4.6,261.35
C00819,269.166.978-57,P0274,2026-04-05,1,147.01,4.6,147.01
C00813,288.619.576-68,P1287,2026-07-27,5,193.21,3.9,966.05
C00836,174.907.539-37,P1254,2025-01-10,3,301.65,3.0,904.95
C01629,842.694.500-70,P0124,2026-07-09,1,220.69,3.6,220.69
C00643,182.744.857-18,P0622,2025-04-02,4,135.71,2.7,542.84
C00334,480.184.514-27,P001,2025-03-06,1,59.9,4.7,59.9
C00669,509.754.510-90,P1523,2025-04-15,1,356.88,3.6,356.88
C00046,026.542.351-14,P007,2025-01-20,3,139.9,4.1,419.7
C00213,278.248.963-15,P001,2025-01-26,3,59.9,4.5,179.7
C00181,480.184.514-27,P011,2025-05-11,2,249.9,4.1,499.8
C01544,283.483.152-17,P0958,2025-11-11,2,90.43,3.5,180.86
C01445,491.507.628-85,P1874,2025-02-11,1,116.73,4.0,116.73
C01394,088.050.171-59,P0643,2026-07-11,2,118.52,4.8,237.04
C00924,456.690.782-17,P1726,2025-06-07,1,45.91,4.5,45.91
C01435,159.996.504-61,P1063,2025-10-08,1,354.9,3.2,354.9
C00323,095.701.543-73,P008,2025-05-10,1,219.9,4.1,219.9
C01802,067.571.236-06,P0016,2026-03-24,4,158.68,5.0,634.72
C01003,398.863.653-31,P0191,2025-07-12,3,260.09,3.9,780.27
C01877,655.779.082-05,P1141,2026-02-07,1,165.87,4.6,165.87
C00305,026.542.351-14,P014,2025-11-29,1,129.9,4.4,129.9
C00995,189.455.906-17,P1270,2026-01-09,3,233.99,4.1,701.97
C01393,298.315.229-40,P0087,2025-05-06,3,112.28,4.1,336.84
C00992,232.194.168-53,P0025,2026-04-30,1,193.39,3.8,193.39
C00893,376.815.118-22,P1524,2025-12-18,1,183.82,4.9,183.82
C00333,238.849.696-92,P009,2025-12-14,1,119.9,4.9,119.9
C00763,223.253.672-66,P0168,2025-08-25,4,376.61,4.9,1506.44
C00478,475.255.341-44,P008,2025-10-09,2,219.9,4.9,439.8
C00604,014.294.019-40,P1851,2025-11-14,1,313.26,4.8,313.26
C01368,311.587.605-07,P1411,2025-02-28,4,221.28,3.9,885.12
C01261,808.190.482-40,P0999,2025-04-29,2,56.85,4.6,113.7
C01215,233.027.642-78,P1024,2025-10-01,1,123.97,2.6,123.97
C00724,842.694.500-70,P1340,2025-07-26,1,251.6,4.4,251.6
C01920,599.302.020-21,P1881,2025-09-23,3,258.95,4.9,776.85
C00176,026.542.351-14,P008,2025-03-27,2,219.9,4.7,439.8
C00686,981.265.742-83,P1238,2025-03-29,1,47.19,4.4,47.19
C00237,026.542.351-14,P010,2025-09-17,1,99.9,4.0,99.9
C00678,567.086.041-16,P0288,2025-10-16,1,305.54,3.2,305.54
C01924,580.741.209-53,P0222,2025-03-29,1,275.21,4.3,275.21
C00733,045.069.176-42,P0984,2025-08-05,2,191.36,4.0,382.72
C01818,012.424.462-90,P0068,2025-10-19,1,348.95,4.9,348.95
C00991,712.961.803-52,P1138,2025-06-30,1,244.08,4.8,244.08
C01400,009.751.971-50,P1753,2026-07-09,3,399.83,4.2,1199.49
C00915,743.027.169-32,P0599,2025-12-04,3,292.98,5.0,878.94
C00532,555.727.738-24,P0057,2025-05-03,1,280.74,4.7,280.74
C01529,258.660.598-51,P0332,2025-06-08,5,217.53,3.7,1087.65
C01939,820.297.021-02,P1539,2026-06-10,1,106.21,4.2,106.21
C00528,134.125.286-84,P0470,2026-06-29,1,76.07,4.8,76.07
C01558,604.615.402-23,P0886,2025-01-14,2,229.0,4.5,458.0
C00523,732.798.059-88,P1909,2025-07-26,3,105.01,4.5,315.03
C01434,374.545.892-35,P0134,2025-01-07,2,300.95,5.0,601.9
C01579,221.158.718-63,P1708,2026-05-27,1,397.6,4.0,397.6
C00899,339.055.044-56,P0746,2026-04-07,3,330.35,3.3,991.05
C01474,816.649.690-98,P014,2025-10-05,1,129.9,4.9,129.9
C00545,142.573.160-04,P1951,2026-04-27,3,69.22,3.3,207.66
C00159,627.048.281-05,P008,2025-05-05,2,219.9,4.5,439.8
C00193,161.559.407-89,P002,2025-06-01,1,79.9,3.9,79.9
C00895,278.532.426-97,P0224,2025-09-23,1,359.78,3.6,359.78
C01806,397.191.260-51,P0930,2025-09-04,2,182.09,5.0,364.18
C00256,960.013.389-14,P007,2025-01-10,2,139.9,4.8,279.8
C00912,182.226.189-97,P0643,2026-04-07,2,118.52,4.6,237.04
C01409,957.443.034-05,P1224,2025-06-16,1,168.68,3.4,168.68
C00405,310.341.316-56,P004,2025-10-03,1,169.9,3.8,169.9
C01444,126.691.215-00,P0538,2026-07-14,1,252.78,4.0,252.78
C00612,739.774.063-45,P0487,2026-03-23,1,283.56,3.4,283.56
C01618,489.691.085-05,P0044,2026-07-01,2,244.85,3.5,489.7
C01159,719.182.619-38,P1051,2025-08-11,1,210.67,3.0,210.67
C01094,190.833.428-24,P0701,2025-08-17,1,145.0,3.1,145.0
C00354,475.255.341-44,P006,2025-09-23,3,189.9,5.0,569.7
C00927,337.389.877-38,P0581,2025-12-28,2,102.31,4.4,204.62
C01714,457.353.236-60,P1433,2026-07-28,3,232.28,3.6,696.84
C00040,960.013.389-14,P015,2025-07-03,1,89.9,4.2,89.9
C01518,504.165.915-07,P0237,2025-08-11,2,292.45,5.0,584.9
C00986,796.114.351-34,P0464,2026-03-30,1,48.25,3.5,48.25
C01439,802.620.672-00,P1858,2026-07-20,1,185.67,3.9,185.67
C01327,541.643.167-99,P0406,2026-03-15,4,147.97,5.0,591.88
C00865,078.593.110-46,P1155,2026-04-01,1,239.17,3.8,239.17
C00618,674.584.760-44,P1527,2025-10-19,2,295.85,3.8,591.7
C01255,372.450.184-64,P0256,2025-05-22,1,232.48,4.2,232.48
C00281,350.305.641-60,P005,2025-12-03,4,229.9,4.5,919.6
C01169,642.361.032-06,P1214,2026-05-20,1,247.16,5.0,247.16
C00190,278.248.963-15,P005,2025-12-14,3,229.9,5.0,689.7
C01300,887.071.553-10,P1589,2026-03-20,1,328.74,4.7,328.74
C01258,889.937.567-40,P1148,2026-06-22,3,66.51,4.2,199.53
C00169,395.376.724-09,P014,2025-02-21,3,129.9,3.8,389.7
C01515,837.606.441-04,P1436,2026-02-28,3,137.02,3.9,411.06
C00832,447.146.273-33,P0936,2026-08-10,3,195.04,3.1,585.12
C01574,106.273.715-66,P1636,2025-10-01,2,85.55,3.4,171.1
C00084,269.166.978-57,P009,2025-10-07,3,119.9,3.1,359.7
C00359,104.332.181-00,P002,2025-01-24,4,79.9,4.2,319.6
C00988,181.677.848-60,P1328,2025-03-10,1,204.81,4.3,204.81
C00377,238.849.696-92,P009,2025-05-28,1,119.9,3.2,119.9
C00660,641.708.053-64,P0057,2025-11-11,2,280.74,4.4,561.48
C01322,911.838.425-03,P1107,2026-01-14,3,332.97,4.3,998.91
C00290,489.325.288-70,P001,2025-12-05,1,59.9,5.0,59.9
C01356,047.541.212-52,P1189,2026-03-18,1,234.84,4.0,234.84
C00207,269.166.978-57,P010,2025-03-21,3,99.9,3.7,299.7
C00351,489.325.288-70,P006,2025-03-07,3,189.9,4.9,569.7
C01176,934.065.277-01,P0647,2025-02-01,3,44.38,4.0,133.14
C01587,751.868.926-02,P0561,2025-02-22,3,378.79,4.7,1136.37
C00342,480.184.514-27,P002,2025-12-16,4,79.9,4.3,319.6
C00600,481.386.667-06,P0162,2025-03-31,2,291.29,4.4,582.58
C01851,682.509.522-60,P0101,2025-05-20,1,277.7,3.9,277.7
C01980,045.792.714-32,P1851,2026-01-12,1,313.26,4.7,313.26
C01163,264.222.975-05,P1995,2025-03-12,2,78.29,3.7,156.58
C00895,278.532.426-97,P0224,2025-09-23,1,359.78,3.6,359.78
C00694,054.932.966-83,P1057,2025-04-17,1,63.83,5.0,63.83
C01225,980.061.558-01,P1930,2026-04-07,1,79.21,4.5,79.21
C01182,253.666.777-42,P0447,2025-11-22,1,348.03,4.7,348.03
C00590,387.584.282-08,P0104,2025-07-03,5,57.92,3.7,289.6
C00046,026.542.351-14,P007,2025-01-20,3,139.9,4.1,419.7
C00303,104.332.181-00,P007,2025-01-28,1,139.9,4.1,139.9
C01918,920.613.638-06,P1004,2025-10-30,3,223.87,3.8,671.61
C00837,336.138.612-83,P0510,2025-09-18,3,350.4,4.4,1051.2
C00965,694.320.293-60,P0652,2025-02-24,1,324.31,3.4,324.31
C00935,959.724.665-11,P1159,2025-05-26,2,324.56,3.5,649.12
C01566,657.744.916-33,P1592,2025-01-19,3,282.02,3.6,846.06
C00130,039.117.182-84,P007,2025-06-06,2,139.9,4.2,279.8
C00166,269.166.978-57,P001,2025-06-12,2,59.9,4.9,119.8
C00552,906.246.728-83,P0457,2025-06-10,2,389.06,3.9,778.12
C00974,253.666.777-42,P0153,2026-04-29,3,254.39,4.7,763.17
C01343,677.537.260-48,P1160,2026-03-29,1,321.67,5.0,321.67
C00982,234.289.311-65,P1907,2026-02-14,1,331.5,5.0,331.5
C00883,348.389.359-86,P1808,2026-01-10,1,366.29,2.9,366.29
C01876,094.777.520-02,P1390,2026-05-05,1,236.5,5.0,236.5
C00323,095.701.543-73,P008,2025-05-10,1,219.9,4.1,219.9
C01144,190.340.438-00,P0182,2025-11-29,3,74.09,4.4,222.27
C01085,973.502.080-73,P0984,2026-03-12,1,191.36,3.3,191.36
C00947,816.184.959-50,P0231,2025-08-18,3,375.37,4.4,1126.11
C01616,109.104.300-04,P1218,2025-10-18,3,169.24,4.4,507.72
C00534,261.117.800-34,P0259,2025-01-04,1,105.25,4.6,105.25
C01908,327.881.476-27,P0503,2025-11-11,1,233.65,4.4,233.65
C00664,865.596.309-78,P0556,2025-07-19,2,363.36,4.6,726.72
C01091,671.978.897-31,P1128,2026-04-04,3,318.91,3.7,956.73
C01042,921.277.997-20,P1980,2025-05-20,1,312.37,5.0,312.37
C01700,724.380.701-10,P0894,2026-03-08,1,378.02,3.4,378.02
C00878,497.567.922-13,P0576,2026-08-09,3,190.63,3.8,571.89
C00570,734.151.488-40,P1263,2026-05-04,2,63.98,5.0,127.96
C00044,104.332.181-00,P003,2025-06-20,3,149.9,3.7,449.7
C00728,699.577.738-79,P1262,2025-03-30,1,296.04,4.3,296.04
C01653,998.989.721-22,P1283,2025-01-06,1,329.87,5.0,329.87
C00020,627.048.281-05,P009,2025-09-29,1,119.9,4.1,119.9
C01793,777.296.656-38,P0490,2025-02-14,3,105.44,4.3,316.32
C01086,900.287.721-80,P0356,2026-04-09,4,253.94,4.9,1015.76
C00281,350.305.641-60,P005,2025-12-03,4,229.9,4.5,919.6
C00605,353.659.746-70,P1252,2025-03-12,1,175.47,3.4,175.47
C01109,280.944.858-25,P1934,2025-09-08,1,202.13,5.0,202.13
C00632,623.445.655-31,P0917,2025-10-17,2,306.77,3.9,613.54
C00218,104.332.181-00,P003,2025-01-08,1,149.9,5.0,149.9
C01332,232.194.168-53,P1421,2026-01-19,1,245.06,4.8,245.06
C01345,119.393.250-56,P1260,2025-10-23,3,380.09,3.8,1140.27
C00238,026.542.351-14,P006,2025-10-12,1,189.9,4.5,189.9
C00563,267.146.283-23,P1541,2025-07-06,1,204.33,5.0,204.33
C00488,928.327.648-51,P009,2025-05-27,1,119.9,4.0,119.9
C01319,341.465.111-43,P0552,2025-04-14,1,357.79,3.6,357.79
C01461,019.179.202-02,P1528,2025-10-30,3,234.91,4.7,704.73
C01454,867.024.403-91,P0656,2026-02-01,3,290.94,5.0,872.82
C01878,660.937.966-12,P1087,2026-01-18,2,187.09,3.9,374.18
C01538,998.989.721-22,P0067,2025-07-06,1,320.26,4.2,320.26
C00642,424.936.312-00,P0094,2025-08-01,2,363.41,4.9,726.82
C00216,161.559.407-89,P013,2025-11-02,1,49.9,3.6,49.9
C01230,998.279.501-50,P0493,2025-07-13,3,116.68,4.2,350.04
C01833,709.085.991-61,P1828,2026-01-23,2,389.4,4.0,778.8
C01951,020.586.950-54,P0392,2025-04-27,1,322.65,4.4,322.65
C00461,095.701.543-73,P008,2025-05-04,3,219.9,4.1,659.7
C00473,627.048.281-05,P008,2025-02-20,3,219.9,4.2,659.7
C00075,816.184.959-50,P012,2025-09-01,2,299.9,4.5,599.8
C00283,238.849.696-92,P005,2025-12-02,2,229.9,4.2,459.8
C01110,106.092.098-09,P1180,2026-06-01,1,195.67,4.5,195.67
C01094,190.833.428-24,P0701,2025-08-17,1,145.0,3.1,145.0
C00742,567.983.631-99,P1733,2025-06-07,1,333.2,4.6,333.2
C00620,693.792.374-05,P1740,2026-06-10,2,233.59,3.9,467.18
C01660,549.303.646-04,P0241,2025-07-04,1,262.19,4.7,262.19
C00921,412.833.372-74,P0228,2026-07-19,1,323.36,4.2,323.36
C01617,790.504.043-75,P1676,2025-04-01,1,156.21,3.4,156.21
C01927,401.399.049-05,P1054,2025-12-12,3,319.57,4.0,958.71
C00635,241.270.493-75,P1557,2026-08-07,2,329.89,3.9,659.78
C00406,026.542.351-14,P010,2025-10-28,1,99.9,4.1,99.9
C01906,244.617.679-81,P1035,2025-04-27,3,224.8,3.8,674.4
C01270,350.305.641-60,P0939,2025-05-31,1,78.24,3.6,78.24
C00582,216.591.438-88,P1662,2025-11-10,1,178.27,3.5,178.27
C01244,176.539.705-75,P1863,2025-02-17,2,214.05,4.2,428.1
C01031,071.261.583-00,P0964,2026-07-07,2,170.43,3.8,340.86
C01812,173.934.835-48,P0608,2025-02-02,1,299.03,5.0,299.03
C00512,254.729.284-00,P0040,2025-11-16,1,51.79,4.5,51.79
C01983,620.959.351-87,P0653,2026-04-24,1,331.09,3.7,331.09
C01873,557.325.737-47,P0873,2025-06-02,2,329.96,4.3,659.92
C00362,475.255.341-44,P013,2025-12-17,1,49.9,3.6,49.9
C00330,269.166.978-57,P003,2025-12-20,1,149.9,5.0,149.9
C01067,374.160.898-08,P1922,2026-06-20,3,396.8,3.9,1190.4
C00090,395.376.724-09,P013,2025-07-14,1,49.9,4.3,49.9
C00598,090.463.766-21,P1299,2025-11-03,1,174.39,5.0,174.39
C00871,325.122.572-31,P1983,2025-02-09,2,84.25,3.7,168.5
C01939,820.297.021-02,P1539,2026-06-10,1,106.21,4.2,106.21
C01985,878.844.344-23,P1016,2026-07-26,1,269.89,3.3,269.89
C00304,083.863.794-99,P006,2025-04-25,1,189.9,5.0,189.9
C01784,241.270.493-75,P1266,2025-07-04,1,96.02,4.6,96.02
C00182,480.184.514-27,P015,2025-05-28,2,89.9,3.3,179.8
C01498,661.797.968-07,P1091,2026-05-28,2,53.35,4.4,106.7
C01692,422.711.332-62,P1286,2025-07-04,4,208.83,3.7,835.32
C01782,148.468.536-91,P0548,2025-10-30,1,302.21,5.0,302.21
C00447,475.255.341-44,P014,2025-01-02,3,129.9,4.8,389.7
C01787,354.083.866-00,P1683,2025-01-07,1,131.24,5.0,131.24
C00232,627.048.281-05,P002,2025-02-16,3,79.9,4.4,239.7
C01038,095.449.791-07,P0914,2026-06-15,4,76.41,3.8,305.64
C00940,814.356.140-20,P0049,2025-06-26,2,181.55,4.8,363.1
C00632,623.445.655-31,P0917,2025-10-17,2,306.77,3.9,613.54
C00045,269.166.978-57,P013,2025-12-09,3,49.9,4.0,149.7
C01545,970.581.629-80,P1146,2025-08-19,2,337.09,3.7,674.18
C00672,534.332.491-64,P1743,2025-01-13,1,351.71,4.2,351.71
C01324,400.273.008-54,P1491,2026-07-07,2,132.61,5.0,265.22
C00821,403.526.356-73,P0895,2026-05-17,2,184.55,5.0,369.1
C00748,301.657.120-07,P1313,2025-05-09,1,185.87,4.3,185.87
C01773,495.621.372-79,P0483,2026-07-15,1,307.98,3.7,307.98
C00189,350.305.641-60,P013,2025-04-28,2,49.9,3.5,99.8
C01474,816.649.690-98,P014,2025-10-05,1,129.9,4.9,129.9
